timestamp,symbol,action,reason,position_before_side,position_after_side,entry_price_before,entry_price_after,quantity_before,quantity_after,stop_price_before,stop_price_after,tp1_price_before,tp1_price_after,tp1_hit_before,tp1_hit_after,pnl_ratio_before,pnl_ratio_after,close,high,low,ema10,ema30,ema30_1h,ema_cross,macd_cross,macd_zone,macd_hist,bb_break,bb_width_expand,event_side,event_entry_price,event_target_margin,event_quantity,event_stop_price,event_tp1_price,event_ema_macd_signal_bars_ago,event_ema_bb_signal_bars_ago,event_exit_price,event_net_pnl,event_hold_bars,event_tp1_reduced,event_runner_active,event_current_pnl_ratio,event_rank
2025-09-18T08:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117191.59,117350.0,117165.61,117191.5712313342,117056.22395320152,116514.55983728195,NONE,NONE,ABOVE_ZERO,-35.32764280548132,NONE,False,,,,,,,,,,,,,,,
2025-09-18T08:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4594.29,4607.76,4590.3,4584.7902329802,4585.4865372751265,4546.075462715389,NONE,NONE,BELOW_ZERO,-0.0405888694600538,NONE,False,,,,,,,,,,,,,,,
2025-09-18T08:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117229.59,117249.52,117070.26,117198.48373472798,117067.40885944659,116514.55983728195,NONE,NONE,ABOVE_ZERO,-31.125821531785093,NONE,False,,,,,,,,,,,,,,,
2025-09-18T08:45:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4602.44,4604.23,4592.66,4587.999281529254,4586.580309063828,4546.075462715389,GOLDEN,GOLDEN,ABOVE_ZERO,1.1560369839996483,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:00:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117243.97,117306.37,117131.16,117206.75396477742,117078.79990077262,116560.69081552183,NONE,NONE,ABOVE_ZERO,-27.033482425943873,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:00:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4595.77,4603.0,4592.84,4589.412139433026,4587.173192350033,4549.711884475687,NONE,NONE,ABOVE_ZERO,1.429521942463697,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:15:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117257.31,117350.0,117243.97,117215.94597118153,117090.31668136794,116560.69081552183,NONE,NONE,ABOVE_ZERO,-23.229047395716364,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:15:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4601.85,4603.5,4595.76,4591.673568627021,4588.12008316616,4549.711884475687,NONE,NONE,ABOVE_ZERO,1.9204805827254086,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:30:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117176.11,117266.11,117107.57,117208.70306733034,117095.85173418293,116560.69081552183,NONE,NONE,ABOVE_ZERO,-25.784878072822153,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:30:00,ETHUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,4592.44,4603.82,4589.98,4591.812919785744,4588.3987874780205,4549.711884475687,NONE,NONE,ABOVE_ZERO,1.5290978741225372,NONE,False,,,,,,,,,,,,,,,
2025-09-18T09:45:00,BTCUSDT,BAR,no_signal,FLAT,FLAT,,,0.0,0.0,,,,,False,False,,,117298.81,117326.22,117176.11,117225.08614599754,117108.94581584855,116560.69081552183,NONE,NONE,ABOVE_ZERO,-19.122028603752838,NONE,False,,,,,,,,,,,,,,,
